head;relation;tail
retail and wholesale trade managers;narrowMatch;shop manager
agricultural, forestry and fishery labourers;narrowMatch;crop farm labourers
biologist;narrowMatch;epidemiologist
woodworkers;narrowMatch;miscellaneous woodworkers
psychologists;narrowMatch;psychologists, all other
broadcast, sound, and lighting technicians;narrowMatch;audio and video technicians
civil engineering technicians;narrowMatch;construction safety manager
first-line supervisors of entertainment and recreation workers;narrowMatch;first-line supervisors of entertainment and recreation workers, except gambling services
transport and storage labourers;narrowMatch;drivers of animal-drawn vehicles and machinery
social services manager;narrowMatch;youth programme director
engineering professionals not elsewhere classified;narrowMatch;bioengineer
legislators and senior officials;narrowMatch;traditional chiefs and heads of village
travel attendants and travel stewards;narrowMatch;cabin crew manager
wholesale merchant;narrowMatch;wholesale merchant in perfume and cosmetics
information and record clerks;narrowMatch;hotel, motel, and resort desk clerks
business operations specialists;narrowMatch;compliance officers
securities and finance dealers and brokers;narrowMatch;financial trader
electrical equipment assembler;narrowMatch;control panel assembler
fitness and recreation instructors and program leaders;narrowMatch;activity leader
laborers and freight, stock, and material movers, hand;narrowMatch;recycling and reclamation workers
specialised seller;narrowMatch;textile specialised seller
machine tool cutting setters, operators, and tenders, metal and plastic;narrowMatch;grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic
supply, distribution and related managers;narrowMatch;air traffic manager
domestic housekeepers;narrowMatch;bed and breakfast operator
tree and shrub crop growers;narrowMatch;fruit production team leader
printers;narrowMatch;reprographics technician
import export specialist;narrowMatch;import export specialist in agricultural machinery and equipment
woodworking-machine tool setters and operators;narrowMatch;nailing machine operator
community and social service occupations;narrowMatch;religious workers
other health professionals;narrowMatch;audiologists and speech therapists
livestock and dairy producers;narrowMatch;horse breeder
rubber products machine operator;narrowMatch;tyre vulcaniser
manufacturing, mining, construction, and distribution managers;narrowMatch;mining managers
pulp and papermaking plant operators;narrowMatch;froth flotation deinking operator
application engineer;narrowMatch;research engineer
garment and related pattern-makers and cutters;narrowMatch;leather goods cad patternmaker
geologists and geophysicists;narrowMatch;geologist
professional services managers not elsewhere classified;narrowMatch;document management officer
drafters, engineering technicians, and mapping technicians;narrowMatch;drafters
locomotive engine drivers;narrowMatch;train driver
special education teachers, all other;narrowMatch;adapted physical education specialists
machine tool cutting setters, operators, and tenders, metal and plastic;narrowMatch;milling and planing machine setters, operators, and tenders, metal and plastic
public relations and fundraising managers;narrowMatch;public relations managers
electronics engineer;narrowMatch;predictive maintenance expert
biologist;narrowMatch;microbiologist
fishery and aquaculture labourers;narrowMatch;aquaculture harvesting worker
environmental engineer;narrowMatch;recycling specialist
purchaser;narrowMatch;ict buyer
draughtspersons;narrowMatch;clothing cad technician
personal appearance workers;narrowMatch;miscellaneous personal appearance workers
specialised seller;narrowMatch;second-hand goods specialised seller
postsecondary teachers;narrowMatch;education and library science teachers, postsecondary
chemical and physical science technicians;narrowMatch;chemistry technician
activity leader;narrowMatch;outdoor activities coordinator
securities and finance dealers and brokers;narrowMatch;financial broker
garbage and recycling collectors;narrowMatch;refuse collector
art director;narrowMatch;stage director
receptionist;narrowMatch;front line medical receptionist
agricultural, forestry and fishery labourers;narrowMatch;mixed crop and livestock farm labourers
event scaffolder;narrowMatch;stagehand
quality engineer;narrowMatch;compliance engineer
valuers and loss assessors;narrowMatch;personal property appraiser
geologist;narrowMatch;environmental geologist
mechanical engineering technician;narrowMatch;industrial maintenance supervisor
woodworkers;narrowMatch;cabinetmakers and bench carpenters
miscellaneous food processing workers;narrowMatch;food and tobacco roasting, baking, and drying machine operators and tenders
biologist;narrowMatch;biochemist
mechanical engineering technician;narrowMatch;rolling stock engine inspector
earthmoving and related plant operators;narrowMatch;pile driving hammer operator
ships' deck officers and pilots;narrowMatch;skipper
bookmakers, croupiers and related gaming workers;narrowMatch;bookmaker
social and religious professionals;narrowMatch;philosophers, historians and political scientists
