head;relation;tail
lipid storage disease;broadmatch;lysosomal storage disease
isthmus cancer;broadmatch;uterine corpus cancer
dientamoebiasis;broadmatch;parasitic protozoa infectious disease
mononeuritis of lower limb;broadmatch;mononeuritis
chronic dacryoadenitis;broadmatch;dacryoadenitis
meckel's diverticulum;broadmatch;physical disorder
ulcerative blepharitis;broadmatch;blepharitis
postpartum depression;broadmatch;endogenous depression
pulmonary embolism;broadmatch;artery disease
sheehan syndrome;broadmatch;hypopituitarism
meningitis;broadmatch;central nervous system disease
uterine corpus cancer;broadmatch;uterine cancer
bacterial meningitis;broadmatch;meningitis
nail-patella syndrome;broadmatch;autosomal dominant disease
otitis externa;broadmatch;external ear disease
cholesteatoma of external ear;broadmatch;cholesteatoma
cholesteatoma of external ear;broadmatch;external ear disease
exposure keratitis;broadmatch;keratoconjunctivitis
epididymitis;broadmatch;male reproductive system disease
epididymo-orchitis;broadmatch;epididymitis
epiglottitis;broadmatch;upper respiratory tract disease
scotoma;broadmatch;eye disease
carotid artery dissection;broadmatch;carotid artery disease
taylor's syndrome;broadmatch;uterine disease
urethral diverticulum;broadmatch;urethral disease
viral infectious disease;broadmatch;disease by infectious agent
urethral false passage;broadmatch;urethral disease
bestiality;broadmatch;paraphilia disorder
lymphangitis;broadmatch;lymphatic system disease
chronic ethmoiditis;broadmatch;ethmoid sinusitis
nasal cavity neoplasm;broadmatch;respiratory system benign neoplasm
monieziasis;broadmatch;parasitic helminthiasis infectious disease
rectal prolapse;broadmatch;rectal disease
mechanical strabismus;broadmatch;strabismus
splenic tuberculosis;broadmatch;abdominal tuberculosis
diabetes mellitus;broadmatch;glucose metabolism disease
fibular collateral ligament bursitis;broadmatch;enthesopathy
glaucomatocyclitic crisis;broadmatch;iridocyclitis
croup;broadmatch;respiratory system disease
tracheitis;broadmatch;tracheal disease
infectious anterior uveitis;broadmatch;iridocyclitis
lens-induced iridocyclitis;broadmatch;iridocyclitis
gonococcal iridocyclitis;broadmatch;iridocyclitis
fuchs' heterochromic uveitis;broadmatch;syndrome
brain disease;broadmatch;central nervous system disease
exophthalmos;broadmatch;eye disease
orbital plasma cell granuloma;broadmatch;chronic orbital inflammation
keratoconjunctivitis;broadmatch;eye disease
vesiculitis;broadmatch;male reproductive system disease
intrinsic asthma;broadmatch;asthma
unilateral hypoactive labyrinth;broadmatch;labyrinthine dysfunction
disseminated eosinophilic collagen disease;broadmatch;collagen disease
cervical incompetence;broadmatch;cervix disease
disseminated eosinophilic collagen disease;broadmatch;hypereosinophilic syndrome
neurofibroma;broadmatch;peripheral nerve sheath neoplasm
orthostatic proteinuria;broadmatch;kidney disease
neurofibroma of the esophagus;broadmatch;neurofibroma
intravascular fasciitis;broadmatch;pseudosarcomatous fibromatosis
plantar fasciitis;broadmatch;fasciitis
esophagus leiomyoma;broadmatch;gastrointestinal system benign neoplasm
staphyloenterotoxemia;broadmatch;primary bacterial infectious disease
proliferative fasciitis;broadmatch;fasciitis
fasciitis;broadmatch;connective tissue disease
krukenberg carcinoma;broadmatch;ovary epithelial cancer
lower urinary tract calculus;broadmatch;urinary system disease
esophagus squamous cell papilloma;broadmatch;gastrointestinal system benign neoplasm
urethral calculus;broadmatch;lower urinary tract calculus
vesicoureteral reflux;broadmatch;ureteral disease
non-congenital cyst of kidney;broadmatch;cystic kidney disease
kidney hypertrophy;broadmatch;kidney disease
oral mucosa leukoplakia;broadmatch;mouth disease
noma;broadmatch;ulcerative stomatitis
senile cataract;broadmatch;cataract
placental abruption;broadmatch;placenta disease
aphthous stomatitis;broadmatch;stomatitis
systolic heart failure;broadmatch;congestive heart failure
episodic ataxia;broadmatch;hereditary ataxia
pathologic nystagmus;broadmatch;ocular motility disease
congenital nystagmus;broadmatch;pathologic nystagmus
babesiosis;broadmatch;parasitic protozoa infectious disease
sarcocystosis;broadmatch;coccidiosis
stomatitis;broadmatch;mouth disease
pelger-huet anomaly;broadmatch;autosomal dominant disease
encephalitis;broadmatch;brain disease
venezuelan equine encephalitis;broadmatch;viral infectious disease
acute ethmoiditis;broadmatch;ethmoid sinusitis
laron syndrome;broadmatch;autosomal recessive disease
acute dacryoadenitis;broadmatch;dacryoadenitis
plasmacytic leukemia;broadmatch;lymphoblastic leukemia
simple chronic conjunctivitis;broadmatch;chronic conjunctivitis
ethmoid sinusitis;broadmatch;sinusitis
cannabis abuse;broadmatch;substance abuse
lassa fever;broadmatch;viral infectious disease
benign mammary dysplasia;broadmatch;breast benign neoplasm
loeffler syndrome;broadmatch;pulmonary eosinophilia
loeffler syndrome;broadmatch;eosinophilic pneumonia
leukocyte disease;broadmatch;hematopoietic system disease
dacryoadenitis;broadmatch;lacrimal apparatus disease
tuberculous pneumothorax;broadmatch;pneumothorax
multiple myeloma;broadmatch;myeloid neoplasm
choanal atresia;broadmatch;nasal cavity disease
smoldering myeloma;broadmatch;multiple myeloma
dextrocardia;broadmatch;congenital heart disease
bronchiectasis;broadmatch;bronchial disease
primary ciliary dyskinesia;broadmatch;ciliopathy
nasopharyngeal disease;broadmatch;upper respiratory tract disease
peripheral nerve schwannoma;broadmatch;neurilemmoma
adrenal gland disease;broadmatch;endocrine system disease
indolent myeloma;broadmatch;multiple myeloma
multiple myeloma;broadmatch;leukocyte disease
benign neurilemmoma;broadmatch;neurilemmoma
non-secretory myeloma;broadmatch;multiple myeloma
refractory plasma cell neoplasm;broadmatch;multiple myeloma
refractory plasma cell neoplasm;broadmatch;refractory hematologic cancer
osteosclerotic myeloma;broadmatch;multiple myeloma
vascular skin disease;broadmatch;skin disease
dermatitis herpetiformis;broadmatch;autoimmune disease of skin and connective tissue
impetigo;broadmatch;pyoderma
impetigo herpetiformis;broadmatch;impetigo
pancreatic intraductal papillary-colloid carcinoma;broadmatch;pancreatic intraductal papillary-mucinous neoplasm
infiltrating bladder lymphoepithelioma-like carcinoma;broadmatch;invasive bladder transitional cell carcinoma
stomach disease;broadmatch;gastrointestinal system disease
lymphoepithelioma-like thymic carcinoma;broadmatch;thymic carcinoma
cervical lymphoepithelioma-like carcinoma;broadmatch;cervical squamous cell carcinoma
asbestos-related lung carcinoma;broadmatch;lung carcinoma
gestational ovarian choriocarcinoma;broadmatch;choriocarcinoma of ovary
supraglottis squamous cell carcinoma;broadmatch;carcinoma of supraglottis
supraglottis verrucous carcinoma;broadmatch;supraglottis squamous cell carcinoma
subglottis squamous cell carcinoma;broadmatch;subglottis carcinoma
subglottis verrucous carcinoma;broadmatch;subglottis squamous cell carcinoma
glottis verrucous carcinoma;broadmatch;glottis squamous cell carcinoma
glottis verrucous carcinoma;broadmatch;larynx verrucous carcinoma
situs inversus;broadmatch;visceral heterotaxy
breast scirrhous carcinoma;broadmatch;breast carcinoma
pancreatic foamy gland adenocarcinoma;broadmatch;pancreatic adenocarcinoma
intracortical osteogenic sarcoma;broadmatch;conventional central osteosarcoma
fibrosarcomatous osteosarcoma;broadmatch;conventional central osteosarcoma
chief cell adenoma;broadmatch;parathyroid adenoma
sarcomatosis of the meninges;broadmatch;sarcomatosis
macular holes;broadmatch;retinal disease
cowper gland carcinoma;broadmatch;male reproductive organ cancer
adult ependymoblastoma;broadmatch;ependymoblastoma
sarcomatosis;broadmatch;sarcoma
meninges sarcoma;broadmatch;meningioma
meninges sarcoma;broadmatch;central nervous system sarcoma
sarcomatosis of the meninges;broadmatch;meninges sarcoma
parathyroid adenoma;broadmatch;endocrine organ benign neoplasm
childhood intracortical osteosarcoma;broadmatch;intracortical osteogenic sarcoma
parathyroid oncocytic adenoma;broadmatch;parathyroid adenoma
mixed cell type adenoma of parathyroid;broadmatch;parathyroid adenoma
parathyroid transitional clear cell adenoma;broadmatch;parathyroid adenoma
parathyroid adenoma;broadmatch;adenoma
parathyroid adenoma;broadmatch;parathyroid gland disease
pancreatic intraductal papillary-mucinous neoplasm;broadmatch;tumor of exocrine pancreas
pancreatic intraductal papillary-colloid carcinoma;broadmatch;pancreatic adenocarcinoma
spinal multifocal clear cell meningioma;broadmatch;spinal canal and spinal cord meningioma
malignant cystic nephroma;broadmatch;kidney cancer
anal gland adenocarcinoma;broadmatch;anus adenocarcinoma
acute gonococcal endometritis;broadmatch;acute endometritis
pediatric infratentorial ependymoblastoma;broadmatch;ependymoblastoma
pediatric infratentorial ependymoblastoma;broadmatch;childhood infratentorial neoplasm
breast myoepitheliosis;broadmatch;breast myoepithelial neoplasm
periductal breast myoepitheliosis;broadmatch;breast myoepitheliosis
peptic ulcer perforation;broadmatch;peptic ulcer disease
endocervical carcinoma;broadmatch;carcinoma
endocervical carcinoma;broadmatch;cervix carcinoma
inhibited female orgasm;broadmatch;female reproductive system disease
childhood central nervous system mixed germ cell tumor;broadmatch;central nervous system childhood germ cell tumor
lumbar spinal canal and spinal cord meningioma;broadmatch;spinal canal and spinal cord meningioma
wolffian adnexal neoplasm;broadmatch;uterine ligament cancer
breast intraductal papillomatosis;broadmatch;breast papillomatosis
squamous papillomatosis;broadmatch;gastrointestinal system benign neoplasm
subareolar duct papillomatosis;broadmatch;nipple neoplasm
breast cystic hypersecretory carcinoma;broadmatch;breast secretory carcinoma
gonorrhea;broadmatch;primary bacterial infectious disease
vulvar clear cell hidradenocarcinoma;broadmatch;vulva carcinoma
eccrine porocarcinoma;broadmatch;eccrine sweat gland cancer
vulvar eccrine porocarcinoma;broadmatch;vulva carcinoma
asymmetric motor neuropathy;broadmatch;motor neuritis
glossopharyngeal motor neuropathy;broadmatch;motor neuritis
infiltrating bladder urothelial carcinoma sarcomatoid variant;broadmatch;invasive bladder transitional cell carcinoma
ceruminoma;broadmatch;apocrine sweat gland neoplasm
breast ductal adenoma;broadmatch;breast adenoma
osteosarcoma arising in bone paget's disease;broadmatch;bone osteosarcoma
mixed epithelial/mesenchymal metaplastic breast carcinoma;broadmatch;breast metaplastic carcinoma
breast apocrine adenoma;broadmatch;breast adenoma
bladder tuberculosis;broadmatch;bladder disease
bladder tuberculosis;broadmatch;urogenital tuberculosis
pregnancy adenoma;broadmatch;breast adenoma
suprasellar meningioma;broadmatch;meningioma
gasserian ganglion meningioma;broadmatch;meningioma
malignant granular cell skin tumor;broadmatch;malignant dermis tumor
cholangiolocellular carcinoma;broadmatch;intrahepatic cholangiocarcinoma
extrahepatic biliary papillomatosis;broadmatch;biliary papillomatosis
adult brain ependymoma;broadmatch;brain ependymoma
intraocular lymphoma;broadmatch;eye lymphoma
pediatric extraocular retinoblastoma;broadmatch;extraocular retinoblastoma
retina lymphoma;broadmatch;retinal cancer
retinal telangiectasia;broadmatch;retinal vascular disease
pancreatic colloid cystadenoma;broadmatch;pancreatic cystadenoma
signet ring cell intrahepatic cholangiocarcinoma;broadmatch;intrahepatic cholangiocarcinoma
childhood malignant schwannoma;broadmatch;malignant peripheral nerve sheath tumor
childhood malignant hemangiopericytoma;broadmatch;hemangiopericytoma
acinar cell cystadenocarcinoma;broadmatch;pancreatic cystadenocarcinoma
acinar cell cystadenocarcinoma;broadmatch;cystadenocarcinoma
acinar cell cystadenocarcinoma;broadmatch;acinar cell carcinoma
epilepsy with generalized tonic-clonic seizures;broadmatch;adolescence-adult electroclinical syndrome
osteoclast-like giant cell neoplasm of the pancreas;broadmatch;pancreatic ductal adenocarcinoma
neonatal leukemia;broadmatch;childhood leukemia
childhood leukemia;broadmatch;leukemia
childhood multilocular cystic kidney neoplasm;broadmatch;kidney benign neoplasm
choroid necrotic melanoma;broadmatch;malignant choroid melanoma
renal infectious disease;broadmatch;kidney disease
sphenoorbital meningioma;broadmatch;skull base meningioma
petroclival meningioma;broadmatch;skull base meningioma
mixed astrocytoma-ependymoma-oligodendroglioma;broadmatch;mixed glioma
necrotic uveal melanoma;broadmatch;uveal melanoma
choroid necrotic melanoma;broadmatch;necrotic uveal melanoma
adult spinal cord glioblastoma multiforme;broadmatch;spinal cord glioma
carcinoma of supraglottis;broadmatch;supraglottis cancer
placenta disease;broadmatch;uterine disease
adult spinal cord ependymoma;broadmatch;spinal cord ependymoma
breast osteosarcoma;broadmatch;breast sarcoma
delusional disorder;broadmatch;psychotic disorder
coats disease;broadmatch;retinal telangiectasia
subglottis carcinoma;broadmatch;subglottis cancer
colloid carcinoma of the pancreas;broadmatch;pancreatic ductal adenocarcinoma
mixed ductal-endocrine carcinoma;broadmatch;pancreatic ductal adenocarcinoma
tuberculum sellae meningioma;broadmatch;sella turcica neoplasm
non-gestational ovarian choriocarcinoma;broadmatch;choriocarcinoma of ovary
sphenoid sinus inverted papilloma;broadmatch;inverted papilloma
sphenoid sinus inverted papilloma;broadmatch;paranasal sinus disease
sphenoid sinus inverted papilloma;broadmatch;sensory organ benign neoplasm
testicular thecoma;broadmatch;sex cord-stromal neoplasm
testicular fibroma;broadmatch;sex cord-stromal neoplasm
muscular atrophy;broadmatch;myopathy
non-gestational ovarian choriocarcinoma;broadmatch;ovarian primitive germ cell tumor
sphenoid sinus schneiderian papilloma;broadmatch;sphenoidal sinus neoplasm
endometrial mixed adenocarcinoma;broadmatch;endometrial adenocarcinoma
adult infiltrating astrocytic neoplasm;broadmatch;adult astrocytic tumour
hypercalcemic type ovarian small cell carcinoma;broadmatch;ovarian small cell carcinoma
pulmonary type ovarian small cell carcinoma;broadmatch;ovarian small cell carcinoma
multiple spinal canal and spinal cord meningioma;broadmatch;spinal canal and spinal cord meningioma
acantholytic squamous cell skin carcinoma;broadmatch;skin squamous cell carcinoma
sphenoid sinus inverted papilloma;broadmatch;sphenoidal sinus neoplasm
retinoblastoma;broadmatch;retinal cell cancer
retinal cell cancer;broadmatch;retinal cancer
pancreatic acth hormone producing tumor;broadmatch;islet cell tumor
perianal skin paget's disease;broadmatch;anal margin carcinoma
perianal skin paget's disease;broadmatch;anal paget's disease
rectum signet ring adenocarcinoma;broadmatch;signet ring cell adenocarcinoma
rectum signet ring adenocarcinoma;broadmatch;rectum adenocarcinoma
