head;relation;tail
food processing and related trades workers;broadmatch;food processing, wood working, garment and other craft and related trades workers
butchers, fishmongers and related food preparers;narrowmatch;slaughterhouse/meat industry employees and fish processors
food processing, wood working, garment and other craft and related trades workers;narrowmatch;food processing and related trades workers
maritime communications systems technician;broadmatch;tele-communications and masts engineers
tele-communications and masts engineers;narrowmatch;maritime communications systems technician
telecommunications technician;broadmatch;tele-communications and masts engineers
tele-communications and masts engineers;narrowmatch;telecommunications technician
telematics technician;broadmatch;tele-communications and masts engineers
tele-communications and masts engineers;narrowmatch;telematics technician
radio mast technician;broadmatch;tele-communications and masts engineers
tele-communications and masts engineers;narrowmatch;radio mast technician
data communication fitter (cable worker);broadmatch;cable welders and cable workers in data distribution
cable welders and cable workers in data distribution;narrowmatch;data communication fitter (cable worker)
data communication cable welder;broadmatch;cable welders and cable workers in data distribution
cable welders and cable workers in data distribution;narrowmatch;data communication cable welder
data communication mechanic (cable worker);broadmatch;cable welders and cable workers in data distribution
butchers, poulterers and fishmongers;broadmatch;butchers, fishmongers and related food preparers
slaughterhouse/meat industry employees and fish processors;broadmatch;butchers, fishmongers and related food preparers
bread and pastry makers;narrowmatch;chocolatier
slaughterhouse/meat industry employees and fish processors;narrowmatch;exporter
bakers, pastry-cooks and confectionery makers;narrowmatch;bakery and pastry workers
bread and pastry makers;broadmatch;bakers, pastry-cooks and confectionery makers
bakers, pastry-cooks and confectionery makers;narrowmatch;bread and pastry makers
gut worker;broadmatch;slaughterhouse/meat industry employees and fish processors
slaughterhouse/meat industry employees and fish processors;narrowmatch;gut worker
employee muslim slaughterhouse;broadmatch;slaughterhouse/meat industry employees and fish processors
slaughterhouse/meat industry employees and fish processors;narrowmatch;employee muslim slaughterhouse
employee poultry and game slaughterhouse;broadmatch;slaughterhouse/meat industry employees and fish processors
slaughterhouse/meat industry employees and fish processors;narrowmatch;employee poultry and game slaughterhouse
employee slaughterhouse;broadmatch;slaughterhouse/meat industry employees and fish processors
slaughterhouse/meat industry employees and fish processors;narrowmatch;employee slaughterhouse
meat industry employee;broadmatch;slaughterhouse/meat industry employees and fish processors
slaughterhouse/meat industry employees and fish processors;narrowmatch;meat industry employee
exporter;broadmatch;slaughterhouse/meat industry employees and fish processors
fish processor;broadmatch;slaughterhouse/meat industry employees and fish processors
butchers, poulterers and fishmongers;narrowmatch;traiteur
slaughterhouse/meat industry employees and fish processors;narrowmatch;fish processor
manager / entrepreneur islamic butcher's shop;broadmatch;butchers, poulterers and fishmongers
butchers, poulterers and fishmongers;narrowmatch;manager / entrepreneur islamic butcher's shop
manager / entrepreneur kosher butcher shop;broadmatch;butchers, poulterers and fishmongers
butchers, poulterers and fishmongers;narrowmatch;manager / entrepreneur kosher butcher shop
islamic butcher;broadmatch;butchers, poulterers and fishmongers
butchers, poulterers and fishmongers;narrowmatch;islamic butcher
kosher butcher;broadmatch;butchers, poulterers and fishmongers
butchers, poulterers and fishmongers;narrowmatch;kosher butcher
poulterer;broadmatch;butchers, poulterers and fishmongers
butchers, poulterers and fishmongers;narrowmatch;poulterer
financial managers;broadmatch;butchers, poulterers and fishmongers
butchers, poulterers and fishmongers;narrowmatch;financial managers
