head;relation;tail
social care worker;narrowmatch;residential home adult care worker
residential home adult care worker;broadmatch;social care worker
disability support worker;broadmatch;social care worker
social care worker;narrowmatch;residential home older adult care worker
social care worker;narrowmatch;residential childcare worker
residential childcare worker;broadmatch;social care worker
social care worker;narrowmatch;residential care home worker
residential care home worker;broadmatch;social care worker
social care worker;narrowmatch;mental health support worker
mental health support worker;broadmatch;social care worker
social care worker;narrowmatch;care at home worker
care at home worker;broadmatch;social care worker
social care worker;narrowmatch;child welfare worker
child welfare worker;broadmatch;social care worker
social care worker;narrowmatch;residential home young people care worker
residential home young people care worker;broadmatch;social care worker
social care worker;narrowmatch;foster care support worker
foster care support worker;broadmatch;social care worker
spot welder;broadmatch;welder
welder;narrowmatch;pipe welder
pipe welder;broadmatch;welder
sign maker;broadmatch;sign writers, decorative painters, engravers and etchers
engraving machine operator;broadmatch;computer numerical control machine operator
computer numerical control machine operator;narrowmatch;lathe and turning machine operator
lathe and turning machine operator;broadmatch;computer numerical control machine operator
computer numerical control machine operator;narrowmatch;laser cutting machine operator
laser cutting machine operator;broadmatch;computer numerical control machine operator
computer numerical control machine operator;narrowmatch;water jet cutter operator
water jet cutter operator;broadmatch;computer numerical control machine operator
computer numerical control machine operator;narrowmatch;milling machine operator
milling machine operator;broadmatch;computer numerical control machine operator
computer numerical control machine operator;narrowmatch;grinding machine operator
grinding machine operator;broadmatch;computer numerical control machine operator
sign writers, decorative painters, engravers and etchers;narrowmatch;metal engraver
metal engraver;broadmatch;sign writers, decorative painters, engravers and etchers
sign writers, decorative painters, engravers and etchers;narrowmatch;sign maker
sign writers, decorative painters, engravers and etchers;narrowmatch;glass engraver
punch press operator;broadmatch;computer numerical control machine operator
glass engraver;broadmatch;sign writers, decorative painters, engravers and etchers
sign writers, decorative painters, engravers and etchers;narrowmatch;decorative painter
decorative painter;broadmatch;sign writers, decorative painters, engravers and etchers
recreational facilities manager;narrowmatch;zoo curator
zoo curator;broadmatch;recreational facilities manager
recreational facilities manager;narrowmatch;spa manager
spa manager;broadmatch;recreational facilities manager
recreational facilities manager;narrowmatch;lottery manager
lottery manager;broadmatch;recreational facilities manager
recreational facilities manager;narrowmatch;betting manager
betting manager;broadmatch;recreational facilities manager
recreational facilities manager;narrowmatch;gambling manager
gambling manager;broadmatch;recreational facilities manager
recreational facilities manager;narrowmatch;beauty salon manager
computer numerical control machine operator;narrowmatch;engraving machine operator
computer numerical control machine operator;narrowmatch;punch press operator
welder;narrowmatch;electron beam welder
technical sales representative in machinery and industrial equipment;broadmatch;technical sales representative
electron beam welder;broadmatch;welder
welder;narrowmatch;laser beam welder
laser beam welder;broadmatch;welder
technical sales representative;narrowmatch;technical sales representative in chemical products
technical sales representative in chemical products;broadmatch;technical sales representative
technical sales representative;narrowmatch;technical sales representative in the textile machinery industry
technical sales representative in the textile machinery industry;broadmatch;technical sales representative
technical sales representative;narrowmatch;technical sales representative in mining and construction machinery
technical sales representative in mining and construction machinery;broadmatch;technical sales representative
technical sales representative;narrowmatch;technical sales representative in office machinery and equipment
