head;relation;tail
bleeding disorder, platelet-type, 12;broadmatch;bleeding disorder, platelet-type
cataract 25;broadmatch;cataract
neuropathy, congenital hypomyelinating, 1, autosomal recessive;broadmatch;neuropathy, congenital hypomelinating
neuropathy, congenital hypomyelinating, 1, autosomal recessive;broadmatch;charcot-marie-tooth disease
bardet-biedl syndrome 6;broadmatch;bardet-biedl syndrome
cataract 9, multiple types;broadmatch;cataract
febrile seizures, familial, 4;broadmatch;seizures, familial febrile
advanced sleep phase syndrome, familial, 1;broadmatch;advanced sleep phase syndrome
spinocerebellar ataxia 12;broadmatch;spinocerebellar ataxia
microcephaly 4, primary, autosomal recessive;broadmatch;microcephaly, primary
microcephaly 2, primary, autosomal recessive, with or without cortical malformations;broadmatch;microcephaly, primary
psoriasis 5, susceptibility to;broadmatch;psoriasis
cataract 2, multiple types;broadmatch;cataract
cardiomyopathy, dilated, 1h;broadmatch;dilated cardiomyopathy
muscular dystrophy, limb-girdle, autosomal recessive 4;broadmatch;muscular dystrophy, limb-girdle, autosomal recessive
mitochondrial complex 5 (atp synthase) deficiency, nuclear  iia 1;broadmatch;mitochondrial complex v (atp synthase) deficiency, nuclear type
hemochromatosis,  iia 3;broadmatch;hemochromatosis
generalized epilepsy with febrile seizures plus,  iia 1;broadmatch;epilepsy, generalized, with febrile seizures plus
leber congenital amaurosis 3;broadmatch;leber congenital amaurosis
anterior segment dysgenesis 5;broadmatch;anterior segment dysgenesis
spastic paraplegia 10, autosomal dominant;broadmatch;spastic paraplegia
spastic paraplegia 14, autosomal recessive;broadmatch;spastic paraplegia
facial paresis, hereditary congenital, 2;broadmatch;facial paresis, hereditary congenital
left ventricular noncompaction 1;broadmatch;left ventricular noncompaction
cardiomyopathy, dilated, 1g;broadmatch;dilated cardiomyopathy
cone-rod dystrophy 3;broadmatch;cone-rod dystrophy/cone dystrophy
deafness, autosomal recessive 20;broadmatch;deafness, autosomal recessive
megalencephalic leukoencephalopathy with subcortical cysts 1;broadmatch;leukoencephalopathy, megalencephalic
focal segmental glomerulosclerosis 2;broadmatch;focal segmental glomerulosclerosis
deafness, autosomal dominant 16;broadmatch;deafness, autosomal dominant
psoriasis 4, susceptibility to;broadmatch;psoriasis
microvascular complications of diabetes, susceptibility to, 1;broadmatch;microvascular complications of diabetes
long qt syndrome 3;broadmatch;long qt syndrome
hypercholesterolemia, familial, 4;broadmatch;hypercholesterolemia, familial
hypercholesterolemia, familial, 3;broadmatch;hypercholesterolemia, familial
deafness, autosomal recessive 16;broadmatch;deafness, autosomal recessive
duane retraction syndrome 2;broadmatch;duane retraction syndrome
spastic paraplegia 11, autosomal recessive;broadmatch;spastic paraplegia
lipodystrophy, familial partial,  iia 3;broadmatch;lipodystrophy, familial partial
inflammatory bowel disease 7;broadmatch;inflammatory bowel disease
deafness, autosomal dominant 23;broadmatch;deafness, autosomal dominant
cortisone reductase deficiency 1;broadmatch;cortisone reductase deficiency
stickler syndrome,  iia 2;broadmatch;stickler syndrome
epilepsy, idiopathic generalized, susceptibility to, 7;broadmatch;epilepsy, idiopathic generalized
epilepsy, idiopathic generalized, susceptibility to, 7;broadmatch;epilepsy, myoclonic juvenile
spastic paraplegia 12, autosomal dominant;broadmatch;spastic paraplegia
microcephaly 3, primary, autosomal recessive;broadmatch;microcephaly, primary
ichthyosis, congenital, autosomal recessive 5;broadmatch;ichthyosis, congenital, autosomal recessive
ventricular tachycardia, catecholaminergic polymorphic, 1, with or without atrial dysfunction and/or dilated cardiomyopathy;broadmatch;ventricular tachycardia, catecholaminergic polymorphic
cardiomyopathy, dilated, 1i;broadmatch;dilated cardiomyopathy
craniosynostosis 2;broadmatch;craniosynostosis
deafness, autosomal dominant 20;broadmatch;deafness, autosomal dominant
tooth agenesis, selective, 3;broadmatch;tooth agenesis, selective
charcot-marie-tooth disease,  iia 4b2;broadmatch;charcot-marie-tooth disease
progressive familial heart block,  iia 1b;broadmatch;progressive familial heart block
leber congenital amaurosis 5;broadmatch;leber congenital amaurosis
inflammatory bowel disease 3;broadmatch;inflammatory bowel disease
spinocerebellar ataxia 11;broadmatch;spinocerebellar ataxia
generalized epilepsy with febrile seizures plus,  iia 2;broadmatch;epilepsy, generalized, with febrile seizures plus
generalized epilepsy with febrile seizures plus,  iia 2;broadmatch;seizures, familial febrile
arrhythmogenic right ventricular dysplasia, familial, 6;broadmatch;arrhythmogenic right ventricular dysplasia
arrhythmogenic right ventricular dysplasia, familial, 5;broadmatch;arrhythmogenic right ventricular dysplasia
leber congenital amaurosis 4;broadmatch;leber congenital amaurosis
ataxia-telangiectasia-like disorder 1;broadmatch;ataxia-telangiectasia-like disorder
nephronophthisis 3;broadmatch;nephronophthisis
hypotrichosis 7;broadmatch;hypotrichosis
mitochondrial complex 4 deficiency, nuclear  iia 2;broadmatch;mitochondrial complex iv deficiency, nuclear-type
breast-ovarian cancer, familial, susceptibility to, 1;broadmatch;breast-ovarian cancer, familial, susceptibility to
fanconi anemia, complementation group j;broadmatch;fanconi anemia
ceroid lipofuscinosis, neuronal, 9;broadmatch;ceroid lipofuscinoses
epidermolysis bullosa simplex 7, with nephropathy and deafness;broadmatch;epidermolysis bullosa simplex
amyotrophic lateral sclerosis 10 with or without frontotemporal dementia;broadmatch;amyotrophic lateral sclerosis
aneurysm, intracranial berry, 7;broadmatch;aneurysm, intracranial berry
cardiomyopathy, dilated, 1aa, with or without left ventricular noncompaction;broadmatch;cardiomyopathy, familial hypertrophic
cardiomyopathy, dilated, 1aa, with or without left ventricular noncompaction;broadmatch;dilated cardiomyopathy
epidermolysis bullosa simplex 5c, with pyloric atresia;broadmatch;epidermolysis bullosa simplex
ectodermal dysplasia and immunodeficiency 2;broadmatch;ectodermal dysplasia and immune deficiency
glut1 deficiency syndrome 2;broadmatch;glut1 deficiency syndrome
glut1 deficiency syndrome 2;broadmatch;dystonia
cardiomyopathy, familial hypertrophic, 12;broadmatch;cardiomyopathy, familial hypertrophic
autism, susceptibility to, 15;broadmatch;autism, susceptiblity to
cardiomyopathy, familial hypertrophic, 11;broadmatch;cardiomyopathy, familial hypertrophic
otosclerosis 8;broadmatch;otosclerosis
retinitis pigmentosa 41;broadmatch;retinitis pigmentosa
mitochondrial dna depletion syndrome 8a (encephalomyopathic  iia with renal tubulopathy);broadmatch;mitochondrial dna depletion syndrome
mitochondrial dna depletion syndrome 5 (encephalomyopathic with or without methylmalonic aciduria);broadmatch;mitochondrial dna depletion syndrome
dystonia 16;broadmatch;dystonia
developmental and epileptic encephalopathy 4;broadmatch;developmental and epileptic encephalopathy
spastic paraplegia 39, autosomal recessive;broadmatch;spastic paraplegia
cataract 47;broadmatch;cataract
pyloric stenosis, infantile hypertrophic, 3;broadmatch;pyloric stenosis, infantile hypertrophic
coenzyme q10 deficiency, primary, 4;broadmatch;coenzyme q10 deficiency, primary
coenzyme q10 deficiency, primary, 4;broadmatch;spinocerebellar ataxia, autosomal recessive
congenital disorder of glycosylation,  iia in;broadmatch;congenital disorders of glycosylation, type i
celiac disease, susceptibility to, 13;broadmatch;celiac disease
celiac disease, susceptibility to, 12;broadmatch;celiac disease
celiac disease, susceptibility to, 11;broadmatch;celiac disease
celiac disease, susceptibility to, 10;broadmatch;celiac disease
celiac disease, susceptibility to, 9;broadmatch;celiac disease
celiac disease, susceptibility to, 8;broadmatch;celiac disease
celiac disease, susceptibility to, 7;broadmatch;celiac disease
thrombocytopenia 4;broadmatch;thrombocytopenia
aneurysm, intracranial berry, 8;broadmatch;aneurysm, intracranial berry
retinitis pigmentosa 29;broadmatch;retinitis pigmentosa
spastic paraplegia 37, autosomal dominant;broadmatch;spastic paraplegia
inflammatory bowel disease (crohn disease) 19;broadmatch;inflammatory bowel disease
spastic paraplegia 38, autosomal dominant;broadmatch;spastic paraplegia
spastic paraplegia 35, autosomal recessive, with or without neurodegeneration;broadmatch;spastic paraplegia
premature ovarian failure 6;broadmatch;premature ovarian failure
thrombophilia due to protein c deficiency, autosomal recessive;broadmatch;thrombophilia
osteopetrosis, autosomal recessive 7;broadmatch;osteopetrosis, autosomal recessive
porokeratosis 5, disseminated superficial actinic  iia;broadmatch;porokeratosis
joubert syndrome 8;broadmatch;joubert syndrome
inflammatory bowel disease 20;broadmatch;inflammatory bowel disease
nephrolithiasis/osteoporosis, hypophosphatemic, 2;broadmatch;nephrolithiasis/osteoporosis, hypophosphatemic
nephrolithiasis/osteoporosis, hypophosphatemic, 1;broadmatch;nephrolithiasis/osteoporosis, hypophosphatemic
joubert syndrome 9;broadmatch;joubert syndrome
meckel syndrome,  iia 6;broadmatch;meckel syndrome
ichthyosis, congenital, autosomal recessive 6;broadmatch;ichthyosis, congenital, autosomal recessive
generalized epilepsy with febrile seizures plus,  iia 6;broadmatch;epilepsy, generalized, with febrile seizures plus
ciliary dyskinesia, primary, 8;broadmatch;primary ciliary dyskinesia
cerebroretinal microangiopathy with calcifications and cysts 1;broadmatch;cerebroretinal microangiopathy with calcfications and cysts
skin/hair/eye pigmentation, variation in, 11;broadmatch;skin/hair/eye pigmentation, variation in
epilepsy, childhood absence, susceptibility to, 5;broadmatch;epilepsy, childhood absence
melanoma, cutaneous malignant, susceptibility to, 7;broadmatch;melanoma, cutaneous malignant
inflammatory bowel disease 18;broadmatch;inflammatory bowel disease
inflammatory bowel disease 17;broadmatch;inflammatory bowel disease
immunodeficiency 68;broadmatch;immunodeficiency (select examples)
inflammatory bowel disease 16;broadmatch;inflammatory bowel disease
inflammatory bowel disease 15;broadmatch;inflammatory bowel disease
inflammatory bowel disease 14;broadmatch;inflammatory bowel disease
inflammatory bowel disease 13;broadmatch;inflammatory bowel disease
inflammatory bowel disease 12;broadmatch;inflammatory bowel disease
atrial fibrillation, familial, 7;broadmatch;atrial fibrillation, familial
leukodystrophy, hypomyelinating, 4;broadmatch;leukodystrophy, hypomyelinating
atrial fibrillation, familial, 6;broadmatch;atrial fibrillation, familial
macular degeneration, age-related, 11;broadmatch;macular degeneration, age-related
lymphatic malformation 2;broadmatch;lymphatic malformation
combined oxidative phosphorylation deficiency 1;broadmatch;combined oxidative phosphorylation deficiency
noonan syndrome 5;broadmatch;noonan syndrome
epilepsy, familial temporal lobe, 3;broadmatch;epilepsy, familial temporal lobe
cardiomyopathy, dilated, 1x;broadmatch;dilated cardiomyopathy
lissencephaly 3;broadmatch;lissencephaly
celiac disease, susceptibility to, 6;broadmatch;celiac disease
cataract 12, multiple types;broadmatch;cataract
renal tubular acidosis, distal, 4, with hemolytic anemia;broadmatch;distal renal tubular acidosis
muscular dystrophy-dystroglycanopathy (limb-girdle),  iia c, 4;broadmatch;muscular dystrophy-dystroglycanopathy, type c
muscular dystrophy-dystroglycanopathy (limb-girdle),  iia c, 4;broadmatch;muscular dystrophy, limb-girdle, autosomal recessive
waardenburg syndrome,  iia 2e;broadmatch;waardenburg syndrome
otosclerosis 7;broadmatch;otosclerosis
otosclerosis 4;broadmatch;otosclerosis
meckel syndrome,  iia 5;broadmatch;meckel syndrome
joubert syndrome 7;broadmatch;joubert syndrome
leopard syndrome 2;broadmatch;leopard syndrome
premature ovarian failure 5;broadmatch;premature ovarian failure
febrile seizures, familial, 9;broadmatch;seizures, familial febrile
cataract 17, multiple types;broadmatch;cataract
arrhythmogenic right ventricular dysplasia, familial, 12;broadmatch;arrhythmogenic right ventricular dysplasia
pontocerebellar hypoplasia,  iia 6;broadmatch;pontocerebellar hypoplasia
immunodeficiency 35;broadmatch;immunodeficiency (select examples)
febrile seizures, familial, 7;broadmatch;seizures, familial febrile
nephronophthisis 7;broadmatch;nephronophthisis
osteopetrosis, autosomal recessive 6;broadmatch;osteopetrosis, autosomal recessive
atrial fibrillation, familial, 5;broadmatch;atrial fibrillation, familial
atrial fibrillation, familial, 4;broadmatch;atrial fibrillation, familial
osteopetrosis, autosomal recessive 4;broadmatch;osteopetrosis, autosomal recessive
macular degeneration, age-related, 10;broadmatch;macular degeneration, age-related
gallbladder disease 4;broadmatch;gallbladder disease
tremor, hereditary essential, 3;broadmatch;tremor, hereditary essential
deafness, autosomal recessive 63;broadmatch;deafness, autosomal recessive
epilepsy, familial temporal lobe, 4;broadmatch;epilepsy, familial temporal lobe
microphthalmia, isolated, with coloboma 5;broadmatch;microphthalmia, isolated, with coloboma
epilepsy, childhood absence, susceptibility to, 6;broadmatch;epilepsy, idiopathic generalized
brugada syndrome 4;broadmatch;brugada syndrome
epilepsy, childhood absence, susceptibility to, 6;broadmatch;epilepsy, childhood absence
ventricular tachycardia, catecholaminergic polymorphic, 2;broadmatch;ventricular tachycardia, catecholaminergic polymorphic
epilepsy, idiopathic generalized, susceptibility to, 5;broadmatch;epilepsy, idiopathic generalized
chromosome 16p11.2 deletion syndrome, 593-kb;broadmatch;autism, susceptiblity to
episodic ataxia,  iia 7;broadmatch;episodic ataxia
nanophthalmos 3;broadmatch;nanophthalmos
amyotrophic lateral sclerosis 9;broadmatch;amyotrophic lateral sclerosis
aneurysm, intracranial berry, 6;broadmatch;aneurysm, intracranial berry
aortic aneurysm, familial abdominal, 3;broadmatch;aortic aneurysm, familial abdominal
ciliary dyskinesia, primary, 7;broadmatch;primary ciliary dyskinesia
cardiomyopathy, dilated, 2a;broadmatch;dilated cardiomyopathy
cardiomyopathy, dilated, 1z;broadmatch;dilated cardiomyopathy
cardiomyopathy, dilated, 1y;broadmatch;left ventricular noncompaction
cardiomyopathy, dilated, 1y;broadmatch;dilated cardiomyopathy
brugada syndrome 3;broadmatch;brugada syndrome
hirschsprung disease, susceptibility to, 9;broadmatch;hirschsprung disease
long qt syndrome 11;broadmatch;long qt syndrome
long qt syndrome 10;broadmatch;atrial fibrillation, familial
long qt syndrome 10;broadmatch;long qt syndrome
long qt syndrome 9;broadmatch;long qt syndrome
aortic aneurysm, familial thoracic 6;broadmatch;aortic aneurysm, familial thoracic
erythrocytosis, familial, 4;broadmatch;erythrocytosis, familial
brugada syndrome 2;broadmatch;brugada syndrome
familial cold autoinflammatory syndrome 2;broadmatch;familial cold autoinflammatory syndrome
leber congenital amaurosis 10;broadmatch;leber congenital amaurosis
epilepsy, progressive myoclonic, 3, with or without intracellular inclusions;broadmatch;ceroid lipofuscinoses
epilepsy, progressive myoclonic, 3, with or without intracellular inclusions;broadmatch;epilepsy, progressive myoclonic
combined oxidative phosphorylation deficiency 5;broadmatch;combined oxidative phosphorylation deficiency
hypomagnesemia 4, renal;broadmatch;hypomagnesemia
